run_id	backbone	variant	tf_latft	train_cities	probe_acc	cka_off_diag	mmd_mean	rank_mean	rank_std	in_dist_pdms	ood_pdms	pdms_drop	total_pdms
P1-D1-d	dinov2	ViT-S/14 rect trainable	TF	B	0.7873900293255132	0.9293163697320681	0.09340373675028484	13.313646162038166	1.2843121786812655	70.1	57.86666666666665	12.233333333333341	64.0
P1-D1-e	dinov2	ViT-S/14 sq frozen	TF	B	0.7463343108504399	0.7666242760128932	0.033697923024495445	112.70660526577322	10.028165524126521	66.9	56.29999999999999	10.600000000000016	61.5
P1-D1-f	dinov2	ViT-S/14 sq trainable	TF	B	0.7565982404692082	0.7440373378636597	0.04213082790374756	103.15595734523532	12.173617585261624	69.4	55.46666666666667	13.933333333333337	62.2
P1-D2	dinov2	ViT-S/14 frozen	TF	LV	0.655425219941349	0.9929012715604055	0.021885414918263752	3.41747950920751	0.18923229177067913	88.0	56.26666666666667	31.733333333333327	67.6
P1-D2-b	dinov2	ViT-S/14 trainable	TF	LV	0.43255131964809385	0.9499211699463039	0.001940310001373291	14.611322497897403	1.33289759703133	87.4	56.36666666666667	31.03333333333334	67.8
P1-D2-c	dinov2	ViT-S/14 rect frozen	TF	LV	0.8181818181818182	0.904047425719598	0.075436532497406	25.18089871405462	2.6586937057869466	87.6	54.9	32.699999999999996	66.7
P1-D2-d	dinov2	ViT-S/14 rect trainable	TF	LV	0.7991202346041055	0.9255963344493848	0.05308224757512411	21.204175429760095	2.33166033745759	87.2	55.13333333333333	32.06666666666667	66.9
P1-D2-e	dinov2	ViT-S/14 sq frozen	TF	LV	0.7961876832844574	0.7529229397347951	0.03952813148498535	93.43144532886285	8.177572530921628	87.2	52.63333333333333	34.56666666666667	65.3
P1-D2-f	dinov2	ViT-S/14 sq trainable	TF	LV	0.8005865102639296	0.713475536327414	0.03723076979319254	105.22282769849065	7.169834501245969	86.5	53.666666666666664	32.833333333333336	65.5
P1-D3	dinov2	ViT-S/14 frozen	TF	P	0.6041055718475073	0.8348851682341737	0.029574990272521973	98.3713226576472	8.217222372611365	65.6	59.099999999999994	6.5	63.1
